Winner,First_pokemon,Second_pokemon,WTag
742,640,742,2
711,47,711,2
124,98,124,2
588,639,588,2
299,104,299,2
54,54,150,1
431,453,431,2
756,756,458,1
24,359,24,2
385,385,224,1
764,764,198,1
58,424,58,2
526,83,526,2
163,163,120,1
647,200,647,2
624,750,624,2
505,505,502,1
646,646,387,1
135,135,762,1
268,268,347,1
721,721,332,1
694,273,694,2
153,106,153,2
398,398,199,1
455,561,455,2
148,181,148,2
428,428,206,1
345,345,454,1
166,257,166,2
466,466,375,1
265,4,265,2
558,660,558,2
101,101,546,1
498,498,320,1
137,268,137,2
633,633,437,1
427,194,427,2
155,155,413,1
561,88,561,2
295,662,295,2
42,42,189,1
366,366,308,1
737,610,737,2
707,290,707,2
265,265,105,1
721,721,455,1
296,218,296,2
248,81,248,2
400,118,400,2
139,549,139,2
528,763,528,2
490,490,647,1
541,541,223,1
657,657,404,1
422,707,422,2
362,362,686,1
721,207,721,2
520,520,395,1
19,19,407,1
229,229,496,1
574,574,348,1
685,81,685,2
548,768,548,2
622,431,622,2
450,450,332,1
88,88,103,1
230,230,774,1
426,54,426,2
500,664,500,2
345,345,298,1
575,575,143,1
398,733,398,2
136,136,361,1
306,233,306,2
329,70,329,2
684,341,684,2
398,398,145,1
259,259,784,1
545,545,692,1
216,216,485,1
103,727,103,2
370,370,675,1
108,52,108,2
603,603,312,1
163,163,613,1
557,381,557,2
112,112,80,1
357,601,357,2
16,525,16,2
48,511,48,2
500,678,500,2
715,715,146,1
327,656,327,2
269,594,269,2
793,793,329,1
338,405,338,2
551,551,250,1
61,646,61,2
405,642,405,2
675,675,411,1
540,540,307,1
660,356,660,2
465,548,465,2
432,288,432,2
490,490,628,1
714,389,714,2
726,505,726,2
417,81,417,2
525,749,525,2
767,767,661,1
507,507,51,1
370,370,191,1
659,659,77,1
11,191,11,2
573,573,780,1
634,323,634,2
92,92,324,1
133,354,133,2
799,113,799,2
44,44,734,1
32,591,32,2
366,771,366,2
3,4,3,2
16,16,77,1
644,644,149,1
438,438,346,1
384,224,384,2
25,25,145,1
23,573,23,2
121,663,121,2
636,636,640,1
488,488,445,1
573,573,482,1
550,397,550,2
131,502,131,2
617,738,617,2
430,430,593,1
747,747,372,1
621,192,621,2
633,633,724,1
233,595,233,2
296,757,296,2
408,38,408,2
214,214,380,1
761,607,761,2
716,716,49,1
787,787,60,1
18,18,789,1
755,755,76,1
267,530,267,2
280,280,503,1
420,420,7,1
606,606,748,1
793,793,762,1
218,190,218,2
484,484,306,1
22,489,22,2
239,312,239,2
787,435,787,2
75,685,75,2
505,632,505,2
11,11,312,1
177,177,45,1
35,323,35,2
299,685,299,2
91,150,91,2
107,107,363,1
442,442,470,1
138,138,294,1
264,264,781,1
219,219,87,1
785,785,474,1
214,214,746,1
686,686,41,1
755,312,755,2
233,233,161,1
243,111,243,2
742,632,742,2
644,644,218,1
387,387,403,1
631,695,631,2
662,662,624,1
431,431,785,1
47,47,238,1
730,309,730,2
267,267,458,1
320,320,77,1
570,570,348,1
253,741,253,2
616,226,616,2
428,390,428,2
523,523,620,1
245,566,245,2
96,96,604,1
216,676,216,2
557,557,373,1
685,685,627,1
560,560,74,1
230,230,489,1
503,503,149,1
640,122,640,2
599,599,360,1
792,397,792,2
570,555,570,2
155,155,570,1
579,579,525,1
138,94,138,2
303,331,303,2
747,747,783,1
337,337,363,1
552,552,44,1
520,520,119,1
499,499,441,1
481,481,142,1
306,251,306,2
270,344,270,2
582,582,753,1
228,260,228,2
671,667,671,2
202,140,202,2
85,85,329,1
708,568,708,2
427,427,403,1
528,528,177,1
565,126,565,2
20,353,20,2
700,503,700,2
503,503,62,1
20,30,20,2
406,368,406,2
589,589,345,1
681,625,681,2
781,759,781,2
113,113,321,1
599,434,599,2
429,429,128,1
31,480,31,2
557,705,557,2
67,507,67,2
121,121,670,1
794,794,447,1
42,42,21,1
536,536,434,1
138,138,773,1
562,357,562,2
543,16,543,2
24,786,24,2
234,234,659,1
38,38,753,1
591,387,591,2
505,378,505,2
628,628,507,1
181,500,181,2
583,583,597,1
396,378,396,2
492,516,492,2
726,25,726,2
223,223,27,1
715,715,575,1
483,483,222,1
724,724,665,1
478,478,740,1
410,624,410,2
268,268,191,1
180,180,665,1
368,752,368,2
772,690,772,2
531,359,531,2
464,132,464,2
185,185,461,1
531,531,613,1
523,523,615,1
165,694,165,2
163,275,163,2
768,768,39,1
164,164,226,1
185,185,654,1
406,590,406,2
486,457,486,2
370,160,370,2
311,311,14,1
540,540,575,1
151,719,151,2
694,694,277,1
199,439,199,2
57,57,572,1
677,677,739,1
248,248,390,1
308,89,308,2
93,93,86,1
369,312,369,2
229,126,229,2
524,223,524,2
455,699,455,2
274,274,380,1
160,173,160,2
21,601,21,2
522,469,522,2
20,447,20,2
205,205,288,1
474,11,474,2
547,547,309,1
526,663,526,2
191,708,191,2
184,184,390,1
610,558,610,2
458,458,609,1
389,717,389,2
538,719,538,2
31,673,31,2
394,35,394,2
7,539,7,2
383,628,383,2
608,608,308,1
59,467,59,2
243,243,457,1
383,471,383,2
300,464,300,2
55,331,55,2
553,553,185,1
616,616,666,1
356,356,72,1
227,640,227,2
212,265,212,2
7,460,7,2
451,319,451,2
195,195,81,1
221,111,221,2
261,261,19,1
751,751,399,1
590,676,590,2
234,588,234,2
209,209,411,1
338,54,338,2
47,372,47,2
278,278,208,1
521,81,521,2
302,240,302,2
199,120,199,2
420,420,284,1
540,540,257,1
373,622,373,2
508,404,508,2
627,627,473,1
305,49,305,2
793,793,691,1
708,565,708,2
177,177,346,1
781,565,781,2
330,662,330,2
478,478,494,1
474,474,407,1
233,492,233,2
329,198,329,2
663,672,663,2
525,525,333,1
316,722,316,2
372,691,372,2
241,753,241,2
603,603,441,1
531,337,531,2
656,187,656,2
550,13,550,2
727,727,675,1
363,363,447,1
790,57,790,2
225,225,496,1
532,65,532,2
570,570,114,1
48,48,162,1
93,10,93,2
477,477,410,1
687,207,687,2
225,789,225,2
791,485,791,2
569,569,430,1
646,646,442,1
797,797,104,1
648,648,227,1
800,761,800,2
453,453,169,1
761,489,761,2
386,70,386,2
632,511,632,2
349,349,790,1
428,433,428,2
587,312,587,2
627,480,627,2
583,583,522,1
755,755,561,1
253,253,791,1
707,475,707,2
388,619,388,2
606,116,606,2
726,462,726,2
623,623,42,1
259,129,259,2
32,538,32,2
723,27,723,2
613,613,38,1
748,748,526,1
377,377,783,1
63,63,108,1
637,637,416,1
159,159,515,1
417,417,266,1
213,743,213,2
549,549,54,1
401,401,654,1
109,65,109,2
55,783,55,2
163,163,680,1
32,773,32,2
714,58,714,2
20,328,20,2
364,364,684,1
80,689,80,2
93,68,93,2
537,784,537,2
242,242,771,1
717,646,717,2
249,249,600,1
721,721,282,1
314,314,215,1
86,86,406,1
6,282,6,2
535,535,656,1
794,327,794,2
415,417,415,2
528,528,463,1
131,131,758,1
121,547,121,2
172,172,777,1
68,683,68,2
553,553,289,1
127,547,127,2
600,593,600,2
125,401,125,2
713,713,364,1
430,430,399,1
57,92,57,2
234,191,234,2
320,402,320,2
751,239,751,2
370,21,370,2
349,349,217,1
727,577,727,2
24,24,548,1
436,436,353,1
708,106,708,2
272,272,753,1
768,317,768,2
160,160,389,1
361,361,680,1
702,707,702,2
221,96,221,2
59,356,59,2
465,465,224,1
757,386,757,2
669,355,669,2
367,367,730,1
166,166,503,1
784,784,434,1
446,381,446,2
306,329,306,2
503,503,796,1
139,764,139,2
414,312,414,2
607,607,561,1
576,576,239,1
204,448,204,2
256,389,256,2
547,448,547,2
622,622,775,1
729,729,331,1
43,685,43,2
306,306,253,1
696,70,696,2
40,40,672,1
301,301,735,1
670,729,670,2
276,276,268,1
592,592,73,1
704,704,559,1
617,323,617,2
477,307,477,2
350,644,350,2
55,454,55,2
110,110,648,1
157,157,743,1
777,509,777,2
601,738,601,2
696,665,696,2
384,384,356,1
346,669,346,2
793,786,793,2
622,578,622,2
600,600,734,1
531,228,531,2
496,496,753,1
792,420,792,2
522,584,522,2
678,389,678,2
186,54,186,2
329,167,329,2
109,129,109,2
528,508,528,2
567,567,194,1
725,597,725,2
138,696,138,2
407,292,407,2
314,314,97,1
704,377,704,2
371,585,371,2
101,800,101,2
538,538,407,1
714,697,714,2
241,241,208,1
473,473,619,1
783,558,783,2
627,380,627,2
122,122,310,1
590,590,771,1
163,71,163,2
337,337,374,1
65,65,425,1
580,619,580,2
368,368,229,1
245,245,597,1
412,503,412,2
674,674,250,1
718,718,758,1
777,327,777,2
432,793,432,2
2,2,796,1
135,135,157,1
516,580,516,2
701,701,500,1
648,648,459,1
213,213,323,1
508,216,508,2
174,174,661,1
169,243,169,2
499,297,499,2
181,181,10,1
490,490,239,1
367,367,770,1
179,179,742,1
548,548,627,1
309,309,457,1
74,74,346,1
223,223,285,1
364,333,364,2
634,634,112,1
621,73,621,2
623,623,668,1
276,292,276,2
792,52,792,2
70,70,598,1
549,549,393,1
72,72,161,1
296,83,296,2
648,624,648,2
443,443,190,1
20,544,20,2
543,543,145,1
526,353,526,2
165,165,239,1
314,688,314,2
690,690,778,1
727,727,472,1
296,510,296,2
339,339,332,1
747,460,747,2
634,247,634,2
472,472,756,1
307,307,600,1
675,56,675,2
482,482,324,1
316,316,457,1
376,376,662,1
345,345,779,1
110,110,663,1
735,735,174,1
282,243,282,2
230,230,173,1
279,279,523,1
614,126,614,2
211,211,659,1
634,189,634,2
275,275,608,1
586,586,356,1
425,385,425,2
172,172,230,1
289,289,452,1
199,516,199,2
276,750,276,2
660,660,265,1
93,561,93,2
511,511,791,1
320,659,320,2
477,477,562,1
726,590,726,2
638,210,638,2
427,427,651,1
548,721,548,2
55,55,73,1
576,576,523,1
242,235,242,2
769,769,790,1
269,730,269,2
57,588,57,2
393,393,18,1
535,535,630,1
786,786,751,1
380,380,329,1
541,447,541,2
703,703,426,1
32,32,48,1
708,376,708,2
378,258,378,2
219,219,402,1
778,778,504,1
768,768,722,1
127,127,687,1
707,761,707,2
507,779,507,2
564,473,564,2
134,58,134,2
438,626,438,2
438,744,438,2
598,598,487,1
453,321,453,2
270,270,368,1
179,511,179,2
352,378,352,2
36,36,678,1
461,52,461,2
158,222,158,2
30,446,30,2
548,548,667,1
337,337,405,1
793,92,793,2
425,126,425,2
682,682,437,1
672,672,152,1
264,759,264,2
362,362,282,1
462,462,199,1
71,328,71,2
786,786,146,1
77,365,77,2
646,646,768,1
772,505,772,2
31,671,31,2
277,277,789,1
206,300,206,2
429,474,429,2
175,175,213,1
259,259,384,1
34,128,34,2
530,221,530,2
589,293,589,2
525,218,525,2
614,428,614,2
403,321,403,2
131,131,692,1
772,772,713,1
508,396,508,2
607,123,607,2
744,744,402,1
631,123,631,2
262,150,262,2
587,351,587,2
104,762,104,2
444,75,444,2
749,583,749,2
130,130,743,1
725,725,49,1
191,495,191,2
731,268,731,2
354,354,456,1
552,552,115,1
357,357,415,1
34,97,34,2
735,735,443,1
797,252,797,2
229,229,60,1
206,206,462,1
670,113,670,2
602,602,150,1
326,326,579,1
19,19,774,1
60,60,118,1
422,188,422,2
672,415,672,2
709,709,352,1
85,85,226,1
690,690,668,1
383,719,383,2
660,488,660,2
505,505,609,1
562,118,562,2
137,137,660,1
543,543,297,1
685,593,685,2
623,558,623,2
632,430,632,2
472,321,472,2
464,373,464,2
193,193,661,1
476,476,252,1
595,324,595,2
157,157,621,1
418,418,579,1
679,166,679,2
296,121,296,2
524,524,207,1
325,325,382,1
713,796,713,2
87,87,376,1
30,30,515,1
745,745,251,1
164,164,516,1
442,691,442,2
372,372,73,1
365,323,365,2
501,501,661,1
445,445,661,1
596,87,596,2
175,784,175,2
313,313,360,1
334,334,461,1
269,95,269,2
365,592,365,2
535,535,567,1
245,217,245,2
656,656,372,1
417,578,417,2
537,537,605,1
129,129,267,1
765,765,678,1
552,552,494,1
428,558,428,2
287,180,287,2
316,316,91,1
513,567,513,2
24,99,24,2
169,83,169,2
228,116,228,2
514,17,514,2
95,82,95,2
529,668,529,2
772,772,309,1
780,295,780,2
65,707,65,2
187,187,669,1
608,608,175,1
355,355,469,1
248,248,653,1
473,602,473,2
535,397,535,2
495,511,495,2
58,58,607,1
377,19,377,2
8,8,764,1
603,603,190,1
147,502,147,2
588,588,265,1
32,32,15,1
349,349,599,1
656,656,788,1
627,627,255,1
465,187,465,2
496,382,496,2
531,531,546,1
253,378,253,2
200,460,200,2
735,321,735,2
264,264,345,1
131,131,568,1
426,22,426,2
330,305,330,2
582,721,582,2
728,728,29,1
95,389,95,2
62,62,470,1
713,61,713,2
247,247,145,1
724,265,724,2
454,73,454,2
8,8,644,1
148,148,555,1
660,220,660,2
184,634,184,2
264,122,264,2
542,542,201,1
403,624,403,2
110,110,68,1
171,767,171,2
635,635,88,1
283,241,283,2
689,501,689,2
380,47,380,2
227,227,777,1
326,326,256,1
358,638,358,2
117,117,52,1
132,132,785,1
504,504,626,1
249,249,51,1
437,335,437,2
342,401,342,2
204,204,323,1
649,337,649,2
350,350,26,1
726,726,190,1
501,312,501,2
472,646,472,2
587,60,587,2
481,481,302,1
650,486,650,2
663,663,660,1
248,248,194,1
787,787,739,1
488,639,488,2
532,57,532,2
242,252,242,2
377,255,377,2
475,475,34,1
531,546,531,2
143,665,143,2
13,13,578,1
14,636,14,2
430,430,152,1
201,485,201,2
730,730,619,1
633,402,633,2
309,309,195,1
777,268,777,2
163,376,163,2
527,527,244,1
193,193,728,1
430,430,84,1
380,380,64,1
427,686,427,2
586,652,586,2
649,762,649,2
673,328,673,2
166,693,166,2
113,113,342,1
497,111,497,2
494,494,776,1
79,292,79,2
535,535,560,1
590,590,530,1
701,494,701,2
131,131,221,1
614,273,614,2
6,6,220,1
509,188,509,2
502,502,408,1
767,767,789,1
727,127,727,2
5,5,292,1
61,230,61,2
133,783,133,2
91,91,360,1
731,731,788,1
79,79,129,1
484,162,484,2
344,760,344,2
738,738,399,1
123,123,323,1
539,539,10,1
155,155,143,1
371,416,371,2
522,522,659,1
394,688,394,2
58,297,58,2
146,662,146,2
614,686,614,2
568,531,568,2
71,71,126,1
80,562,80,2
677,677,412,1
623,30,623,2
229,721,229,2
145,145,310,1
58,58,536,1
427,427,571,1
557,747,557,2
140,463,140,2
404,404,226,1
789,789,81,1
158,463,158,2
498,738,498,2
735,735,243,1
80,343,80,2
476,476,398,1
314,374,314,2
136,136,613,1
296,675,296,2
172,172,360,1
524,569,524,2
110,340,110,2
8,8,104,1
168,168,411,1
303,213,303,2
499,132,499,2
24,24,735,1
362,179,362,2
704,228,704,2
579,602,579,2
581,581,587,1
72,72,669,1
51,149,51,2
228,228,778,1
693,784,693,2
106,106,763,1
418,115,418,2
617,486,617,2
770,363,770,2
160,160,402,1
341,299,341,2
285,285,432,1
407,407,53,1
340,340,619,1
622,626,622,2
23,23,661,1
522,439,522,2
682,682,130,1
522,522,104,1
714,392,714,2
193,193,800,1
139,139,371,1
223,670,223,2
364,364,403,1
743,743,594,1
629,629,762,1
792,293,792,2
658,425,658,2
505,672,505,2
526,279,526,2
172,26,172,2
423,769,423,2
350,101,350,2
779,779,150,1
415,468,415,2
357,176,357,2
525,52,525,2
617,617,501,1
39,412,39,2
727,772,727,2
690,690,242,1
494,615,494,2
6,6,375,1
136,136,281,1
349,349,638,1
608,608,564,1
249,252,249,2
794,794,517,1
543,543,47,1
701,701,441,1
700,700,370,1
244,736,244,2
96,308,96,2
320,320,294,1
791,195,791,2
223,223,641,1
129,215,129,2
513,284,513,2
588,209,588,2
130,130,780,1
225,738,225,2
622,615,622,2
651,114,651,2
462,462,148,1
465,318,465,2
666,666,131,1
320,308,320,2
65,65,680,1
728,605,728,2
228,228,325,1
462,462,676,1
207,531,207,2
259,259,527,1
491,491,100,1
534,534,282,1
319,81,319,2
700,700,466,1
414,414,372,1
115,586,115,2
659,488,659,2
706,142,706,2
453,453,278,1
139,139,23,1
522,377,522,2
590,590,283,1
161,1,161,2
84,84,730,1
671,671,88,1
156,156,185,1
598,435,598,2
265,448,265,2
400,400,374,1
274,274,672,1
48,48,683,1
133,642,133,2
280,280,466,1
704,704,446,1
667,395,667,2
685,714,685,2
620,620,772,1
645,645,458,1
659,659,607,1
503,1,503,2
24,358,24,2
264,264,559,1
131,191,131,2
167,167,625,1
139,495,139,2
246,126,246,2
589,359,589,2
57,57,41,1
393,393,561,1
631,631,788,1
109,281,109,2
227,1,227,2
25,25,5,1
745,221,745,2
316,316,425,1
727,727,411,1
203,203,82,1
557,557,182,1
181,617,181,2
42,42,434,1
257,257,506,1
590,590,529,1
280,292,280,2
758,758,129,1
528,528,168,1
8,506,8,2
669,496,669,2
758,45,758,2
786,786,180,1
437,744,437,2
532,532,411,1
3,3,239,1
643,643,770,1
707,443,707,2
446,637,446,2
398,363,398,2
42,42,678,1
61,61,586,1
76,76,395,1
141,141,199,1
500,220,500,2
269,89,269,2
430,60,430,2
742,190,742,2
258,665,258,2
507,507,29,1
28,241,28,2
301,506,301,2
796,107,796,2
373,373,482,1
462,196,462,2
114,114,433,1
606,565,606,2
438,438,136,1
195,719,195,2
64,660,64,2
476,315,476,2
426,426,500,1
125,125,303,1
453,453,445,1
467,467,123,1
687,672,687,2
172,172,258,1
689,114,689,2
380,487,380,2
302,302,106,1
706,706,696,1
660,660,549,1
141,141,529,1
258,492,258,2
434,639,434,2
260,260,783,1
588,355,588,2
610,378,610,2
430,430,543,1
446,446,601,1
425,223,425,2
588,588,412,1
658,291,658,2
154,154,293,1
590,440,590,2
448,189,448,2
551,551,132,1
80,761,80,2
154,222,154,2
151,400,151,2
269,269,110,1
181,412,181,2
380,380,659,1
343,659,343,2
301,692,301,2
122,122,10,1
478,735,478,2
595,220,595,2
500,577,500,2
692,692,669,1
732,732,27,1
710,710,100,1
582,582,523,1
745,560,745,2
420,662,420,2
127,127,247,1
124,241,124,2
570,570,111,1
635,635,705,1
248,582,248,2
95,580,95,2
16,642,16,2
634,504,634,2
606,648,606,2
258,452,258,2
287,685,287,2
430,704,430,2
631,631,404,1
738,738,665,1
478,40,478,2
339,339,351,1
560,375,560,2
648,377,648,2
661,661,122,1
133,133,471,1
461,150,461,2
425,425,800,1
368,771,368,2
646,79,646,2
9,9,321,1
275,192,275,2
367,367,691,1
587,105,587,2
347,510,347,2
303,662,303,2
103,103,273,1
537,297,537,2
410,410,762,1
629,629,673,1
96,750,96,2
410,410,141,1
445,445,289,1
129,107,129,2
412,412,754,1
169,169,636,1
645,45,645,2
720,720,332,1
474,199,474,2
540,540,346,1
219,219,488,1
590,756,590,2
376,376,340,1
152,621,152,2
625,355,625,2
435,435,224,1
616,151,616,2
229,229,220,1
677,456,677,2
31,31,396,1
138,138,539,1
583,583,2,1
365,76,365,2
792,792,542,1
408,408,363,1
443,355,443,2
380,380,64,1
648,648,291,1
171,470,171,2
745,433,745,2
701,75,701,2
484,401,484,2
712,712,39,1
544,25,544,2
28,28,371,1
22,632,22,2
536,672,536,2
745,745,36,1
694,607,694,2
430,430,301,1
257,257,324,1
60,60,107,1
702,702,633,1
742,691,742,2
39,39,457,1
472,472,69,1
261,56,261,2
339,339,452,1
751,751,45,1
539,746,539,2
594,81,594,2
228,500,228,2
432,432,761,1
102,102,587,1
676,69,676,2
295,332,295,2
552,207,552,2
24,212,24,2
659,607,659,2
516,516,472,1
413,413,29,1
340,340,763,1
167,167,117,1
298,298,191,1
604,604,312,1
337,1,337,2
156,586,156,2
170,188,170,2
264,264,791,1
75,75,154,1
723,723,364,1
534,534,454,1
727,727,785,1
564,390,564,2
778,89,778,2
328,651,328,2
763,194,763,2
241,241,378,1
28,403,28,2
746,253,746,2
130,333,130,2
590,590,141,1
584,601,584,2
165,471,165,2
275,670,275,2
792,18,792,2
653,653,465,1
612,612,775,1
9,9,82,1
358,760,358,2
216,407,216,2
643,596,643,2
61,375,61,2
3,129,3,2
467,467,535,1
705,107,705,2
589,589,664,1
358,51,358,2
544,673,544,2
624,125,624,2
499,499,70,1
228,228,311,1
3,120,3,2
732,703,732,2
635,635,740,1
462,284,462,2
515,416,515,2
279,279,760,1
275,377,275,2
229,229,591,1
254,441,254,2
125,125,136,1
786,380,786,2
409,175,409,2
68,637,68,2
697,697,149,1
110,436,110,2
732,417,732,2
403,750,403,2
376,376,135,1
208,395,208,2
391,189,391,2
682,682,646,1
37,37,664,1
725,178,725,2
750,58,750,2
172,172,214,1
469,469,657,1
345,345,670,1
341,341,100,1
497,664,497,2
135,135,627,1
202,96,202,2
275,287,275,2
330,330,463,1
613,613,128,1
707,707,383,1
512,512,348,1
93,40,93,2
738,389,738,2
410,770,410,2
431,741,431,2
163,163,211,1
498,498,591,1
574,574,622,1
426,79,426,2
710,710,327,1
645,667,645,2
72,72,770,1
760,760,408,1
672,672,789,1
645,645,332,1
710,348,710,2
372,511,372,2
249,249,130,1
210,210,231,1
747,771,747,2
520,555,520,2
436,317,436,2
463,463,515,1
169,148,169,2
398,434,398,2
535,535,634,1
113,584,113,2
202,283,202,2
528,528,650,1
402,402,117,1
163,562,163,2
370,370,654,1
714,279,714,2
554,554,436,1
707,707,353,1
92,257,92,2
112,240,112,2
43,43,289,1
9,9,496,1
51,332,51,2
335,335,231,1
213,213,168,1
166,166,218,1
673,50,673,2
710,595,710,2
229,734,229,2
272,650,272,2
677,787,677,2
787,787,772,1
783,783,624,1
221,221,87,1
394,394,622,1
736,736,730,1
603,603,692,1
136,54,136,2
768,768,720,1
636,653,636,2
741,118,741,2
345,187,345,2
337,371,337,2
438,282,438,2
330,677,330,2
8,298,8,2
148,148,675,1
658,658,506,1
200,775,200,2
513,513,627,1
649,6,649,2
344,344,492,1
16,16,39,1
396,659,396,2
108,108,83,1
146,283,146,2
358,358,454,1
361,342,361,2
518,518,661,1
590,590,171,1
39,182,39,2
269,269,677,1
223,109,223,2
219,219,16,1
362,537,362,2
549,277,549,2
608,388,608,2
600,206,600,2
549,691,549,2
516,507,516,2
634,305,634,2
446,227,446,2
554,554,283,1
302,302,722,1
503,466,503,2
100,591,100,2
91,83,91,2
200,662,200,2
548,175,548,2
126,685,126,2
296,296,14,1
570,450,570,2
291,291,439,1
619,594,619,2
596,769,596,2
152,152,753,1
41,317,41,2
280,192,280,2
540,76,540,2
203,203,121,1
517,517,10,1
543,543,483,1
726,617,726,2
225,478,225,2
528,416,528,2
553,275,553,2
19,19,416,1
349,349,17,1
794,696,794,2
29,29,49,1
264,390,264,2
370,60,370,2
694,179,694,2
471,471,512,1
307,307,517,1
662,395,662,2
671,671,112,1
430,664,430,2
575,575,87,1
606,729,606,2
142,486,142,2
718,667,718,2
569,569,338,1
17,17,501,1
362,198,362,2
770,770,121,1
27,98,27,2
102,102,455,1
101,532,101,2
286,286,516,1
75,191,75,2
540,540,611,1
616,616,99,1
20,20,356,1
111,111,626,1
528,528,793,1
702,696,702,2
486,577,486,2
9,9,603,1
773,773,758,1
525,525,439,1
70,91,70,2
541,738,541,2
679,468,679,2
44,535,44,2
551,551,55,1
344,344,509,1
138,291,138,2
574,574,489,1
389,120,389,2
53,53,651,1
699,598,699,2
172,172,680,1
690,266,690,2
336,405,336,2
500,500,32,1
631,631,637,1
473,530,473,2
335,292,335,2
198,198,188,1
158,158,562,1
235,96,235,2
604,604,295,1
651,651,252,1
551,621,551,2
643,643,422,1
629,602,629,2
390,592,390,2
798,60,798,2
193,193,774,1
735,735,434,1
590,681,590,2
362,362,667,1
635,273,635,2
543,680,543,2
465,465,567,1
699,699,18,1
759,759,654,1
428,428,294,1
638,401,638,2
187,396,187,2
369,369,660,1
682,440,682,2
58,411,58,2
286,286,156,1
517,517,241,1
543,15,543,2
339,339,555,1
194,640,194,2
607,607,173,1
16,567,16,2
72,72,456,1
723,723,447,1
780,60,780,2
477,477,559,1
536,536,520,1
327,327,210,1
309,309,38,1
508,508,200,1
623,777,623,2
716,294,716,2
428,670,428,2
261,193,261,2
537,634,537,2
421,421,74,1
451,602,451,2
518,79,518,2
254,664,254,2
539,562,539,2
298,298,324,1
773,773,582,1
536,536,54,1
25,62,25,2
657,564,657,2
414,252,414,2
232,232,6,1
55,55,317,1
111,323,111,2
168,227,168,2
696,696,416,1
336,336,515,1
215,215,318,1
546,493,546,2
770,577,770,2
572,572,739,1
795,83,795,2
623,508,623,2
114,531,114,2
453,453,668,1
196,196,74,1
246,246,788,1
726,204,726,2
397,678,397,2
174,402,174,2
359,64,359,2
475,475,373,1
26,374,26,2
786,786,509,1
364,364,329,1
751,636,751,2
582,62,582,2
542,134,542,2
361,561,361,2
706,729,706,2
674,665,674,2
311,311,252,1
622,622,375,1
65,371,65,2
677,79,677,2
694,403,694,2
7,674,7,2
362,362,30,1
37,95,37,2
784,678,784,2
449,754,449,2
332,503,332,2
423,302,423,2
646,639,646,2
409,211,409,2
717,717,331,1
47,195,47,2
4,4,555,1
159,159,442,1
76,41,76,2
484,484,196,1
318,378,318,2
409,409,749,1
219,210,219,2
446,324,446,2
214,372,214,2
44,262,44,2
393,683,393,2
474,719,474,2
420,548,420,2
213,213,42,1
496,128,496,2
60,595,60,2
317,87,317,2
503,559,503,2
633,633,213,1
578,532,578,2
724,397,724,2
643,526,643,2
316,316,758,1
654,455,654,2
588,469,588,2
750,699,750,2
418,418,198,1
700,700,283,1
694,684,694,2
79,79,673,1
620,231,620,2
364,364,211,1
679,679,431,1
175,175,514,1
783,783,719,1
162,391,162,2
477,43,477,2
797,797,431,1
330,98,330,2
63,751,63,2
731,731,738,1
647,647,74,1
778,334,778,2
483,285,483,2
216,216,559,1
699,493,699,2
548,592,548,2
175,457,175,2
453,446,453,2
688,121,688,2
469,469,87,1
135,786,135,2
724,724,648,1
215,290,215,2
204,204,698,1
365,243,365,2
519,519,504,1
465,465,641,1
84,228,84,2
485,485,140,1
498,286,498,2
453,453,296,1
135,677,135,2
72,490,72,2
771,75,771,2
423,423,433,1
264,264,117,1
140,384,140,2
204,204,458,1
742,673,742,2
11,11,790,1
587,587,277,1
700,189,700,2
217,217,331,1
173,399,173,2
747,747,303,1
101,101,799,1
101,408,101,2
421,743,421,2
720,720,243,1
165,165,49,1
248,592,248,2
633,633,425,1
477,260,477,2
503,503,210,1
245,317,245,2
480,77,480,2
773,693,773,2
234,125,234,2
486,109,486,2
714,63,714,2
664,664,29,1
233,369,233,2
649,649,758,1
421,421,133,1
319,319,762,1
108,108,577,1
262,262,267,1
574,214,574,2
650,112,650,2
296,359,296,2
347,347,205,1
272,582,272,2
302,19,302,2
438,438,47,1
263,263,62,1
501,644,501,2
469,146,469,2
271,10,271,2
588,368,588,2
553,243,553,2
262,262,333,1
401,401,69,1
313,313,27,1
213,751,213,2
638,638,584,1
23,530,23,2
488,231,488,2
338,338,218,1
492,86,492,2
735,764,735,2
786,255,786,2
306,306,725,1
155,275,155,2
117,753,117,2
549,594,549,2
330,330,225,1
649,649,689,1
345,74,345,2
103,103,18,1
650,221,650,2
31,31,292,1
769,769,510,1
268,237,268,2
778,213,778,2
422,422,381,1
597,597,87,1
244,244,346,1
597,450,597,2
129,763,129,2
266,457,266,2
247,297,247,2
420,216,420,2
154,776,154,2
279,515,279,2
513,513,157,1
505,321,505,2
574,574,436,1
149,18,149,2
589,589,348,1
40,376,40,2
671,671,783,1
316,316,667,1
234,179,234,2
339,486,339,2
758,120,758,2
704,137,704,2
372,489,372,2
371,390,371,2
20,20,171,1
539,605,539,2
546,567,546,2
755,668,755,2
425,425,99,1
717,489,717,2
381,381,775,1
620,620,699,1
717,335,717,2
334,59,334,2
382,632,382,2
536,690,536,2
214,214,473,1
59,59,298,1
725,725,561,1
730,730,577,1
340,340,558,1
510,510,626,1
282,282,605,1
683,96,683,2
397,121,397,2
793,177,793,2
356,365,356,2
700,700,200,1
450,450,363,1
453,247,453,2
643,152,643,2
716,716,130,1
286,38,286,2
337,51,337,2
552,215,552,2
